0 train f1,0 val f1,1 train f1,1 val f1,2 train f1,2 val f1,3 train f1,3 val f1,epoch,step,train multilabel_f1_macro,train ranking_avg_precision,train_loss,val multilabel_f1_macro,val ranking_avg_precision,val_loss
,0.6260162591934204,,0.6017478108406067,,0.8194444179534912,,0.8620689511299133,21,3805,,,,0.7273193597793579,0.6822317838668823,0.31470033526420593
0.6595306992530823,,0.6424457430839539,,0.8671678900718689,,0.9096385836601257,,21,3805,0.7696956992149353,0.7168598175048828,0.2966819703578949,,,
,0.6760299801826477,,0.6102635264396667,,0.8251748085021973,,0.8717948794364929,22,3978,,,,0.7458158135414124,0.7049808502197266,0.3058372139930725
0.6499372720718384,,0.6410256624221802,,0.8671678900718689,,0.9139465689659119,,22,3978,0.7680193781852722,0.7122419476509094,0.2960478365421295,,,
,0.6220871210098267,,0.6124852895736694,,0.8309859037399292,,0.8717948794364929,23,4151,,,,0.7343382835388184,0.6843869686126709,0.3179258406162262
0.6448132991790771,,0.6455305814743042,,0.8651399612426758,,0.9096385836601257,,23,4151,0.7662805914878845,0.7126041054725647,0.2960246205329895,,,
,0.7021660804748535,,0.5997248888015747,,0.8251748085021973,,0.8392857313156128,24,4324,,,,0.7415878772735596,0.7136015295982361,0.3042183220386505
0.6588432788848877,,0.6509392857551575,,0.868686854839325,,0.919881284236908,,24,4324,0.7745876908302307,0.7209344506263733,0.2941094934940338,,,
,0.6685659885406494,,0.6050198078155518,,0.8251748085021973,,0.8813559412956238,25,4497,,,,0.7450291514396667,0.7023467421531677,0.3082945644855499
0.650433361530304,,0.6356382966041565,,0.8607594966888428,,0.9221556782722473,,25,4497,0.7672467231750488,0.7136906981468201,0.2957957983016968,,,
,0.6265060305595398,,0.6021798253059387,,0.8053691387176514,,0.8813559412956238,26,4670,,,,0.7288527488708496,0.6858237385749817,0.310045063495636
0.6570008397102356,,0.644908607006073,,0.8753180503845215,,0.937685489654541,,26,4670,0.7787282466888428,0.7174936532974243,0.2937735915184021,,,
,0.7149161696434021,,0.6037195920944214,,0.8251748085021973,,0.8392857313156128,27,4843,,,,0.7457740902900696,0.7253352403640747,0.30049392580986023
0.6545153260231018,,0.6379769444465637,,0.8796069025993347,,0.9384164214134216,,27,4843,0.7776288986206055,0.7157732844352722,0.2928400933742523,,,
,0.6679389476776123,,0.6101230978965759,,0.8309859037399292,,0.8780487775802612,28,5016,,,,0.7467741966247559,0.7061781883239746,0.3068901002407074
0.6644462943077087,,0.6524389982223511,,0.868686854839325,,0.9313432574272156,,28,5016,0.7792288661003113,0.7257334589958191,0.2934768795967102,,,
