epoch,step,test F1 Score,test_loss,training F1 Score_epoch,training F1 Score_step,training_loss_epoch,training_loss_step,validation F1 Score,validation_loss
7,254,,,,0.24060150980949402,,0.2956162095069885,,
7,259,,,,0.2610892653465271,,0.279357373714447,,
7,264,,,,0.3001209795475006,,0.28047966957092285,,
7,269,,,,0.26501965522766113,,0.2850308418273926,,
7,274,,,,0.23321384191513062,,0.2893672585487366,,
7,279,,,,0.19927892088890076,,0.28953105211257935,,
7,279,,,,,,,0.23402053117752075,0.2946093678474426
7,279,,,0.23762725293636322,,0.2925943434238434,,,
8,284,,,,0.26408088207244873,,0.27276912331581116,,
8,289,,,,0.22920863330364227,,0.28592678904533386,,
8,294,,,,0.28826993703842163,,0.2810075283050537,,
8,299,,,,0.27250608801841736,,0.2807878851890564,,
8,304,,,,0.27158546447753906,,0.2898169755935669,,
8,309,,,,0.2155887335538864,,0.2900678217411041,,
8,314,,,,0.2391955405473709,,0.292708158493042,,
8,314,,,,,,,0.2324182540178299,0.29165875911712646
8,314,,,0.25263622403144836,,0.2895505428314209,,,
9,319,,,,0.22729229927062988,,0.2796608805656433,,
9,324,,,,0.2608390152454376,,0.27732664346694946,,
9,329,,,,0.1546534150838852,,0.3050655126571655,,
9,334,,,,0.30299827456474304,,0.2819342613220215,,
9,339,,,,0.20233812928199768,,0.30216458439826965,,
9,344,,,,0.2810831367969513,,0.28247255086898804,,
9,349,,,,0.27662405371665955,,0.275135338306427,,
9,349,,,,,,,0.24344134330749512,0.28907451033592224
9,349,,,0.23921695351600647,,0.28685262799263,,,
10,354,,,,0.289957195520401,,0.27596020698547363,,
10,359,,,,0.18642856180667877,,0.2997894585132599,,
10,364,,,,0.21260011196136475,,0.31004852056503296,,
10,369,,,,0.27773386240005493,,0.28271424770355225,,
10,374,,,,0.20352782309055328,,0.29790550470352173,,
10,379,,,,0.2715151607990265,,0.28085869550704956,,
10,384,,,,0.19583843648433685,,0.2978026270866394,,
10,384,,,,,,,0.2454880177974701,0.28660738468170166
10,384,,,0.2553372085094452,,0.28460386395454407,,,
11,389,,,,0.28128543496131897,,0.2884780466556549,,
11,394,,,,0.3149295747280121,,0.2857946455478668,,
11,399,,,,0.32773110270500183,,0.25446897745132446,,
11,404,,,,0.2347772717475891,,0.29296743869781494,,
11,409,,,,0.25376763939857483,,0.28501397371292114,,
11,414,,,,0.2720562815666199,,0.27167439460754395,,
11,419,,,,0.23159494996070862,,0.27199965715408325,,
11,419,,,,,,,0.23770968616008759,0.28432396054267883
11,419,,,0.2635677754878998,,0.28211474418640137,,,
12,424,,,,0.1449786126613617,,0.3025309443473816,,
12,429,,,,0.21734026074409485,,0.3023795485496521,,
12,434,,,,0.21666666865348816,,0.2829245924949646,,
12,439,,,,0.2760668992996216,,0.26247167587280273,,
12,444,,,,0.299379825592041,,0.2800822854042053,,
12,449,,,,0.2669823169708252,,0.27937400341033936,,
12,454,,,,0.28641006350517273,,0.28885120153427124,,
12,454,,,,,,,0.2580476701259613,0.2822331190109253
12,454,,,0.261595219373703,,0.27992987632751465,,,
13,459,,,,0.3192528188228607,,0.27958476543426514,,
13,464,,,,0.29379740357398987,,0.27724045515060425,,
13,469,,,,0.31149736046791077,,0.2616986036300659,,
13,474,,,,0.3017071485519409,,0.26460397243499756,,
13,479,,,,0.2348484843969345,,0.276566743850708,,
13,484,,,,0.23641477525234222,,0.3081027865409851,,
13,489,,,,0.28179824352264404,,0.2825278043746948,,
13,489,,,,,,,0.25453031063079834,0.2801838517189026
13,489,,,0.2782934010028839,,0.27800387144088745,,,
14,494,,,,0.3596179485321045,,0.2566201090812683,,
14,499,,,,0.2118401676416397,,0.2891431152820587,,
14,504,,,,0.2395077496767044,,0.30354249477386475,,
14,509,,,,0.23216694593429565,,0.2894362807273865,,
14,514,,,,0.22499047219753265,,0.29484230279922485,,
14,519,,,,0.3342897891998291,,0.24504950642585754,,
14,524,,,,0.3682456612586975,,0.2571674883365631,,
14,524,,,,,,,0.26728159189224243,0.27839672565460205
14,524,,,0.2764556407928467,,0.2760835886001587,,,
15,529,,,,0.4256278872489929,,0.24624648690223694,,
15,534,,,,0.2686688303947449,,0.2701497972011566,,
15,539,,,,0.2409704178571701,,0.2948228120803833,,
15,544,,,,0.3128543794155121,,0.2816012501716614,,
15,549,,,,0.3059466779232025,,0.27315160632133484,,
15,554,,,,0.25386422872543335,,0.27974095940589905,,
15,559,,,,0.22825905680656433,,0.2594011425971985,,
15,559,,,,,,,0.27630358934402466,0.27659595012664795
15,559,,,0.29057908058166504,,0.2740039825439453,,,
16,564,,,,0.3810773193836212,,0.26670539379119873,,
16,569,,,,0.3180292546749115,,0.27129316329956055,,
16,574,,,,0.27929168939590454,,0.28386127948760986,,
16,579,,,,0.28242403268814087,,0.2753051519393921,,
16,584,,,,0.3382229208946228,,0.26772671937942505,,
16,589,,,,0.34052255749702454,,0.2573893666267395,,
16,594,,,,0.3293934464454651,,0.270824134349823,,
16,594,,,,,,,0.28829869627952576,0.27498504519462585
16,594,,,0.3037250339984894,,0.2729243040084839,,,
17,599,,,,0.31990405917167664,,0.25785768032073975,,
17,604,,,,0.2432112842798233,,0.285900741815567,,
17,609,,,,0.2722783386707306,,0.27986377477645874,,
17,614,,,,0.271219938993454,,0.2784948945045471,,
17,619,,,,0.33170241117477417,,0.2759450674057007,,
17,624,,,,0.34680986404418945,,0.27049291133880615,,
17,629,,,,0.26258331537246704,,0.28877779841423035,,
17,629,,,,,,,0.29804494976997375,0.2734683156013489
17,629,,,0.31266534328460693,,0.27101847529411316,,,
18,634,,,,0.27695927023887634,,0.26393866539001465,,
18,639,,,,0.36674031615257263,,0.2588227391242981,,
18,644,,,,0.33847776055336,,0.25392770767211914,,
18,649,,,,0.34504565596580505,,0.2636432647705078,,
18,654,,,,0.3868858814239502,,0.2392253279685974,,
18,659,,,,0.3258958160877228,,0.27960675954818726,,
18,664,,,,0.33103153109550476,,0.2865098714828491,,
18,664,,,,,,,0.31149420142173767,0.2720097601413727
18,664,,,0.31217068433761597,,0.2700161635875702,,,
19,669,,,,0.3854612708091736,,0.25133270025253296,,
19,674,,,,0.3353332281112671,,0.2648891806602478,,
19,679,,,,0.39673516154289246,,0.2607797384262085,,
19,684,,,,0.3103087544441223,,0.2754177451133728,,
19,689,,,,0.3994702994823456,,0.2524571418762207,,
19,694,,,,0.3037845194339752,,0.2717622220516205,,
19,699,,,,0.280842661857605,,0.27181556820869446,,
19,699,,,,,,,0.313620001077652,0.2706913948059082
19,699,,,0.3206290900707245,,0.2683719992637634,,,
20,704,,,,0.3689361810684204,,0.2630685567855835,,
20,709,,,,0.230849027633667,,0.29330867528915405,,
20,714,,,,0.3690178096294403,,0.23866203427314758,,
20,719,,,,0.3619776666164398,,0.26470258831977844,,
20,724,,,,0.3043539226055145,,0.263927698135376,,
20,729,,,,0.3451077938079834,,0.2668347954750061,,
20,734,,,,0.33355024456977844,,0.2706243097782135,,
20,734,,,,,,,0.32258448004722595,0.2694101631641388
20,734,,,0.3301451504230499,,0.26710939407348633,,,
21,739,,,,0.34866827726364136,,0.2723836302757263,,
21,744,,,,0.3785390257835388,,0.2510683536529541,,
21,749,,,,0.34809425473213196,,0.2644200325012207,,
21,754,,,,0.3250829577445984,,0.248067706823349,,
21,759,,,,0.29674339294433594,,0.28124675154685974,,
21,764,,,,0.3645184338092804,,0.2501094937324524,,
21,769,,,,0.30287304520606995,,0.27672839164733887,,
21,769,,,,,,,0.32739323377609253,0.2681814730167389
21,769,,,0.3380296528339386,,0.2662980258464813,,,
22,774,,,,0.33011773228645325,,0.2753874659538269,,
22,779,,,,0.41184937953948975,,0.2428123652935028,,
22,784,,,,0.27885767817497253,,0.29185256361961365,,
22,789,,,,0.3637915849685669,,0.2667955160140991,,
22,794,,,,0.3339051604270935,,0.2716033458709717,,
22,799,,,,0.348032683134079,,0.27576667070388794,,
22,804,,,,0.318704217672348,,0.2672245502471924,,
22,804,,,,,,,0.3368995785713196,0.26708412170410156
22,804,,,0.3459257185459137,,0.2646994888782501,,,
23,809,,,,0.3893633782863617,,0.2521663308143616,,
23,814,,,,0.37280401587486267,,0.26310405135154724,,
23,819,,,,0.2847994565963745,,0.2744533121585846,,
23,824,,,,0.36168110370635986,,0.2589563727378845,,
23,829,,,,0.3831448256969452,,0.25039005279541016,,
23,834,,,,0.32845738530158997,,0.2710098624229431,,
23,839,,,,0.35830503702163696,,0.2607981860637665,,
23,839,,,,,,,0.3434855341911316,0.26598891615867615
23,839,,,0.34787192940711975,,0.2638324797153473,,,
24,844,,,,0.35107284784317017,,0.2855084538459778,,
24,849,,,,0.3628232181072235,,0.25638824701309204,,
24,854,,,,0.5164890885353088,,0.23041003942489624,,
24,859,,,,0.3727707266807556,,0.25972795486450195,,
24,864,,,,0.39881178736686707,,0.24235105514526367,,
24,869,,,,0.3062773048877716,,0.26304566860198975,,
24,874,,,,0.3897595703601837,,0.25004521012306213,,
24,874,,,,,,,0.345210999250412,0.26498544216156006
24,874,,,0.35441505908966064,,0.2627606987953186,,,
25,879,,,,0.3247722089290619,,0.26778644323349,,
25,884,,,,0.34393495321273804,,0.27338695526123047,,
25,889,,,,0.3549404442310333,,0.271518349647522,,
25,894,,,,0.39855074882507324,,0.26155030727386475,,
25,899,,,,0.34757664799690247,,0.2746598720550537,,
25,904,,,,0.2827651798725128,,0.2628648579120636,,
25,909,,,,0.39176851511001587,,0.25648438930511475,,
25,909,,,,,,,0.3538587987422943,0.2640807628631592
25,909,,,0.3555784523487091,,0.2615221440792084,,,
26,914,,,,0.31664901971817017,,0.26177820563316345,,
26,919,,,,0.42624059319496155,,0.258530855178833,,
26,924,,,,0.37781432271003723,,0.2567685842514038,,
26,929,,,,0.37312373518943787,,0.2518875300884247,,
26,934,,,,0.33870744705200195,,0.2814629077911377,,
26,939,,,,0.37242811918258667,,0.26323553919792175,,
26,944,,,,0.37210050225257874,,0.26751384139060974,,
26,944,,,,,,,0.35627514123916626,0.2632671892642975
26,944,,,0.36248698830604553,,0.2605985403060913,,,
27,949,,,,0.4651017487049103,,0.23624750971794128,,
27,954,,,,0.4237971901893616,,0.2494429647922516,,
27,959,,,,0.41030460596084595,,0.25621920824050903,,
27,964,,,,0.3297826945781708,,0.2808798551559448,,
27,969,,,,0.4648079574108124,,0.2320648729801178,,
27,974,,,,0.4037366211414337,,0.23650191724300385,,
27,979,,,,0.33720487356185913,,0.2569268047809601,,
27,979,,,,,,,0.3547477722167969,0.26241087913513184
27,979,,,0.3624117374420166,,0.2601656913757324,,,
28,984,,,,0.41926029324531555,,0.2533775568008423,,
28,989,,,,0.2853354215621948,,0.2682846784591675,,
28,994,,,,0.33494433760643005,,0.25772127509117126,,
28,999,,,,0.32380279898643494,,0.2797248661518097,,
28,1004,,,,0.43070751428604126,,0.24118885397911072,,
28,1009,,,,0.471713662147522,,0.23428423702716827,,
28,1014,,,,0.3303571343421936,,0.2790076732635498,,
28,1014,,,,,,,0.37065523862838745,0.2614639103412628
28,1014,,,0.3752536177635193,,0.25896453857421875,,,
29,1019,,,,0.3516032099723816,,0.27251243591308594,,
29,1024,,,,0.44352832436561584,,0.2588576078414917,,
29,1029,,,,0.30923596024513245,,0.2783004343509674,,
29,1034,,,,0.3484219014644623,,0.25858232378959656,,
29,1039,,,,0.47941726446151733,,0.22229275107383728,,
29,1044,,,,0.375,,0.2545943856239319,,
29,1049,,,,0.4107029438018799,,0.24820679426193237,,
29,1049,,,,,,,0.3696388602256775,0.26069751381874084
29,1049,,,0.37806329131126404,,0.2582452595233917,,,
30,1054,,,,0.41870447993278503,,0.2568691372871399,,
30,1059,,,,0.3933766186237335,,0.2565212845802307,,
30,1064,,,,0.3337961733341217,,0.26774561405181885,,
30,1069,,,,0.39837712049484253,,0.2439277023077011,,
30,1074,,,,0.3990480899810791,,0.2566763162612915,,
30,1079,,,,0.35147732496261597,,0.2518826723098755,,
30,1084,,,,0.457381933927536,,0.261602520942688,,
30,1084,,,,,,,0.36670950055122375,0.2600290775299072
30,1084,,,0.3849283456802368,,0.2575039267539978,,,
31,1089,,,,0.36434999108314514,,0.2554859519004822,,
31,1094,,,,0.28084519505500793,,0.2628948390483856,,
31,1099,,,,0.30525726079940796,,0.27774086594581604,,
31,1104,,,,0.26669174432754517,,0.29198986291885376,,
31,1109,,,,0.38312000036239624,,0.24044421315193176,,
31,1114,,,,0.43849554657936096,,0.256410151720047,,
31,1119,,,,0.4285900592803955,,0.2386259287595749,,
31,1119,,,,,,,0.37631919980049133,0.25925755500793457
31,1119,,,0.37405234575271606,,0.25664055347442627,,,
32,1124,,,,0.4433806240558624,,0.24444790184497833,,
32,1129,,,,0.37474843859672546,,0.2658553719520569,,
32,1134,,,,0.34793317317962646,,0.2721579968929291,,
32,1139,,,,0.3489992916584015,,0.2670685946941376,,
32,1144,,,,0.38373520970344543,,0.26711368560791016,,
32,1149,,,,0.3190114498138428,,0.268860399723053,,
32,1154,,,,0.3154061734676361,,0.275630384683609,,
32,1154,,,,,,,0.37295377254486084,0.25863054394721985
32,1154,,,0.3930697739124298,,0.25559359788894653,,,
33,1159,,,,0.3979398012161255,,0.25018301606178284,,
33,1164,,,,0.33888882398605347,,0.28226688504219055,,
33,1169,,,,0.3937758505344391,,0.2394544929265976,,
33,1174,,,,0.41497430205345154,,0.24181051552295685,,
33,1179,,,,0.34824857115745544,,0.2544887065887451,,
33,1184,,,,0.34751465916633606,,0.26004302501678467,,
33,1189,,,,0.40948253870010376,,0.2552123963832855,,
33,1189,,,,,,,0.38438713550567627,0.2579660415649414
33,1189,,,0.38489121198654175,,0.25510525703430176,,,
34,1194,,,,0.3658786416053772,,0.25010478496551514,,
34,1199,,,,0.43858224153518677,,0.23724809288978577,,
34,1204,,,,0.41975492238998413,,0.2406458556652069,,
34,1209,,,,0.3393552005290985,,0.27115514874458313,,
34,1214,,,,0.4490039348602295,,0.24356776475906372,,
34,1219,,,,0.3123038113117218,,0.2712046802043915,,
34,1224,,,,0.31048837304115295,,0.2614959478378296,,
34,1224,,,,,,,0.3829652965068817,0.25739219784736633
34,1224,,,0.39899611473083496,,0.25441381335258484,,,
35,1229,,,,0.4305381178855896,,0.2439759075641632,,
35,1234,,,,0.40486201643943787,,0.24472112953662872,,
35,1239,,,,0.43934470415115356,,0.2293047308921814,,
35,1244,,,,0.40051236748695374,,0.26400026679039,,
35,1249,,,,0.3878086507320404,,0.2694935202598572,,
35,1254,,,,0.4188880920410156,,0.249502032995224,,
35,1259,,,,0.28120723366737366,,0.26835426688194275,,
35,1259,,,,,,,0.3829540014266968,0.25683683156967163
35,1259,,,0.39929792284965515,,0.25402581691741943,,,
36,1264,,,,0.3437676429748535,,0.2841750383377075,,
36,1269,,,,0.3319046199321747,,0.25205713510513306,,
36,1274,,,,0.3848428726196289,,0.2569989264011383,,
36,1279,,,,0.3660167157649994,,0.25851210951805115,,
36,1284,,,,0.35373178124427795,,0.27823689579963684,,
36,1289,,,,0.36852267384529114,,0.25499236583709717,,
36,1294,,,,0.3727574348449707,,0.24342596530914307,,
36,1294,,,,,,,0.3855932652950287,0.2562271058559418
36,1294,,,0.3955490291118622,,0.25384628772735596,,,
37,1299,,,,0.458035409450531,,0.2427653968334198,,
37,1304,,,,0.43323585391044617,,0.24790605902671814,,
37,1309,,,,0.39133861660957336,,0.2495080530643463,,
37,1314,,,,0.32992371916770935,,0.2708475589752197,,
37,1319,,,,0.42740657925605774,,0.2499419003725052,,
37,1324,,,,0.40245792269706726,,0.25628629326820374,,
37,1329,,,,0.34788715839385986,,0.24946507811546326,,
37,1329,,,,,,,0.38578447699546814,0.2556919753551483
37,1329,,,0.40511345863342285,,0.25275376439094543,,,
38,1334,,,,0.4411366879940033,,0.24301820993423462,,
38,1339,,,,0.4257337152957916,,0.24432621896266937,,
38,1344,,,,0.3131060302257538,,0.26452210545539856,,
38,1349,,,,0.3717935085296631,,0.2673088312149048,,
38,1354,,,,0.40845972299575806,,0.24018852412700653,,
38,1359,,,,0.451284259557724,,0.24612978100776672,,
38,1364,,,,0.31758415699005127,,0.2641676366329193,,
38,1364,,,,,,,0.3945549726486206,0.2551727890968323
38,1364,,,0.4024345576763153,,0.25250422954559326,,,
39,1369,,,,0.439353346824646,,0.24774055182933807,,
39,1374,,,,0.41270118951797485,,0.23681722581386566,,
39,1379,,,,0.45612648129463196,,0.24067655205726624,,
39,1384,,,,0.36582186818122864,,0.26144641637802124,,
39,1389,,,,0.3947302997112274,,0.25704455375671387,,
39,1394,,,,0.4577881097793579,,0.24324415624141693,,
39,1399,,,,0.43393388390541077,,0.24667896330356598,,
39,1399,,,,,,,0.39264804124832153,0.25471165776252747
39,1399,,,0.4084056615829468,,0.25203853845596313,,,
40,1404,,,,0.45512691140174866,,0.24112899601459503,,
40,1409,,,,0.46470773220062256,,0.24019859731197357,,
40,1414,,,,0.40000680088996887,,0.25694653391838074,,
40,1419,,,,0.37361252307891846,,0.259429007768631,,
40,1424,,,,0.40417107939720154,,0.25374358892440796,,
40,1429,,,,0.5043693780899048,,0.2221846580505371,,
40,1434,,,,0.43268057703971863,,0.2553088963031769,,
40,1434,,,,,,,0.3973027169704437,0.2542434334754944
40,1434,,,0.41066569089889526,,0.25070101022720337,,,
41,1439,,,,0.3999728560447693,,0.2470119595527649,,
41,1444,,,,0.394902765750885,,0.2583017945289612,,
41,1449,,,,0.3594684600830078,,0.2699850797653198,,
41,1454,,,,0.34136608242988586,,0.25566476583480835,,
41,1459,,,,0.41394364833831787,,0.23622681200504303,,
41,1464,,,,0.4513607323169708,,0.24830055236816406,,
41,1469,,,,0.538604736328125,,0.22305083274841309,,
41,1469,,,,,,,0.4027354121208191,0.2537400722503662
41,1469,,,0.4095872640609741,,0.251071959733963,,,
42,1474,,,,0.40944674611091614,,0.2409588098526001,,
42,1479,,,,0.5064032077789307,,0.24142523109912872,,
42,1484,,,,0.4082494378089905,,0.24251830577850342,,
42,1489,,,,0.3657904267311096,,0.26812446117401123,,
42,1494,,,,0.4594745934009552,,0.24842993915081024,,
42,1499,,,,0.3933207392692566,,0.23998969793319702,,
42,1504,,,,0.37940412759780884,,0.25907185673713684,,
42,1504,,,,,,,0.404982328414917,0.2532739043235779
42,1504,,,0.41209447383880615,,0.250311940908432,,,
43,1509,,,,0.42049914598464966,,0.23390056192874908,,
43,1514,,,,0.5046514272689819,,0.22650344669818878,,
43,1519,,,,0.33489134907722473,,0.2673473358154297,,
43,1524,,,,0.4004814326763153,,0.27004218101501465,,
43,1529,,,,0.4011031985282898,,0.24758805334568024,,
43,1534,,,,0.3922751545906067,,0.24280254542827606,,
43,1539,,,,0.4615388512611389,,0.2515849471092224,,
43,1539,,,,,,,0.39278271794319153,0.2529005706310272
43,1539,,,0.42111125588417053,,0.24961909651756287,,,
44,1544,,,,0.3741704225540161,,0.24638111889362335,,
44,1549,,,,0.432592511177063,,0.2431761622428894,,
44,1554,,,,0.3418941795825958,,0.27024906873703003,,
44,1559,,,,0.37907832860946655,,0.26218700408935547,,
44,1564,,,,0.35049018263816833,,0.26274463534355164,,
44,1569,,,,0.4026293158531189,,0.2524685561656952,,
44,1574,,,,0.49874430894851685,,0.23774196207523346,,
44,1574,,,,,,,0.4239346981048584,0.2523494064807892
44,1574,,,0.4033261835575104,,0.24978475272655487,,,
45,1579,,,,0.4186493158340454,,0.24990661442279816,,
45,1584,,,,0.43991684913635254,,0.2629632353782654,,
45,1589,,,,0.4375605881214142,,0.24255038797855377,,
45,1594,,,,0.48395225405693054,,0.23199686408042908,,
45,1599,,,,0.43113815784454346,,0.23287206888198853,,
45,1604,,,,0.38820159435272217,,0.24712496995925903,,
45,1609,,,,0.4828718304634094,,0.2291475087404251,,
45,1609,,,,,,,0.4143424332141876,0.2518905997276306
45,1609,,,0.42568784952163696,,0.24884139001369476,,,
46,1614,,,,0.408110111951828,,0.24525900185108185,,
46,1619,,,,0.40253016352653503,,0.25253480672836304,,
46,1624,,,,0.41217321157455444,,0.24558810889720917,,
46,1629,,,,0.435812771320343,,0.24198943376541138,,
46,1634,,,,0.4713830351829529,,0.2433069348335266,,
46,1639,,,,0.49679264426231384,,0.23327523469924927,,
46,1644,,,,0.3947673439979553,,0.2674981951713562,,
46,1644,,,,,,,0.4157349467277527,0.2515886425971985
46,1644,,,0.42347899079322815,,0.24850338697433472,,,
47,1649,,,,0.4201354682445526,,0.2530974745750427,,
47,1654,,,,0.39464882016181946,,0.2591595947742462,,
47,1659,,,,0.4468083083629608,,0.24812495708465576,,
47,1664,,,,0.3344482183456421,,0.27247485518455505,,
47,1669,,,,0.47517821192741394,,0.2305387407541275,,
47,1674,,,,0.36645829677581787,,0.27005308866500854,,
47,1679,,,,0.4839049279689789,,0.2111734300851822,,
47,1679,,,,,,,0.42034974694252014,0.2511727809906006
47,1679,,,0.42600753903388977,,0.2475426346063614,,,
48,1684,,,,0.3813415467739105,,0.25645625591278076,,
48,1689,,,,0.4535371959209442,,0.2449396252632141,,
48,1694,,,,0.43961137533187866,,0.24254900217056274,,
48,1699,,,,0.40238499641418457,,0.25212907791137695,,
48,1704,,,,0.45025476813316345,,0.24785734713077545,,
48,1709,,,,0.39615386724472046,,0.2532535791397095,,
48,1714,,,,0.3849540054798126,,0.2617555856704712,,
48,1714,,,,,,,0.4176112711429596,0.25083282589912415
48,1714,,,0.420151948928833,,0.24770919978618622,,,
49,1719,,,,0.39187100529670715,,0.24959374964237213,,
49,1724,,,,0.4178258180618286,,0.24510100483894348,,
49,1729,,,,0.3575238287448883,,0.2669127285480499,,
49,1734,,,,0.31986549496650696,,0.2580525875091553,,
49,1739,,,,0.5312886238098145,,0.22725293040275574,,
49,1744,,,,0.5344671010971069,,0.21955829858779907,,
49,1749,,,,0.49643659591674805,,0.2401772141456604,,
49,1749,,,,,,,0.41817691922187805,0.2504223883152008
49,1749,,,0.4227468967437744,,0.2473151683807373,,,
50,1754,,,,0.48293226957321167,,0.23970440030097961,,
50,1759,,,,0.48177799582481384,,0.24082016944885254,,
50,1764,,,,0.42099234461784363,,0.23806540668010712,,
50,1769,,,,0.39245060086250305,,0.2574874758720398,,
50,1774,,,,0.4191126227378845,,0.2466094195842743,,
50,1779,,,,0.4892870783805847,,0.2418924868106842,,
50,1784,,,,0.41473066806793213,,0.22951069474220276,,
50,1784,,,,,,,0.4307859539985657,0.25009265542030334
50,1784,,,0.4285450875759125,,0.2466549277305603,,,
51,1789,,,,0.45986372232437134,,0.23923064768314362,,
51,1794,,,,0.39308905601501465,,0.2550889551639557,,
51,1799,,,,0.4027891457080841,,0.26372021436691284,,
51,1804,,,,0.46332496404647827,,0.23059965670108795,,
51,1809,,,,0.38409551978111267,,0.25029271841049194,,
51,1814,,,,0.4682803153991699,,0.23370662331581116,,
51,1819,,,,0.443490207195282,,0.23629091680049896,,
51,1819,,,,,,,0.4208908677101135,0.2497539073228836
51,1819,,,0.42736437916755676,,0.24622893333435059,,,
52,1824,,,,0.3887411057949066,,0.2623426616191864,,
52,1829,,,,0.4039711058139801,,0.24638916552066803,,
52,1834,,,,0.4180596172809601,,0.2604557275772095,,
52,1839,,,,0.4218057096004486,,0.2503443956375122,,
52,1844,,,,0.39108502864837646,,0.24631893634796143,,
52,1849,,,,0.43375706672668457,,0.2580287456512451,,
52,1854,,,,0.3390457034111023,,0.25421789288520813,,
52,1854,,,,,,,0.42346206307411194,0.24946437776088715
52,1854,,,0.4330637753009796,,0.2455061376094818,,,
53,1859,,,,0.3783673942089081,,0.2716370224952698,,
53,1864,,,,0.4117697775363922,,0.2568029761314392,,
53,1869,,,,0.3691573143005371,,0.2689930200576782,,
53,1874,,,,0.39010852575302124,,0.25648412108421326,,
53,1879,,,,0.4888458847999573,,0.22933104634284973,,
53,1884,,,,0.30611497163772583,,0.26285064220428467,,
53,1889,,,,0.4721798002719879,,0.24344895780086517,,
53,1889,,,,,,,0.43177345395088196,0.24905893206596375
53,1889,,,0.4278081953525543,,0.24564267694950104,,,
54,1894,,,,0.399517685174942,,0.2556130886077881,,
54,1899,,,,0.37741819024086,,0.2661089599132538,,
