epoch,step,test F1 Score,test_loss,training F1 Score_epoch,training F1 Score_step,training_loss_epoch,training_loss_step,validation F1 Score,validation_loss
8,2349,,,,0.5515350699424744,,0.20807567238807678,,
8,2399,,,,0.40522876381874084,,0.24171116948127747,,
8,2449,,,,0.5764706134796143,,0.2320682406425476,,
8,2499,,,,0.2764423191547394,,0.2965187430381775,,
8,2510,,,,,,,0.42793577909469604,0.2551054060459137
8,2510,,,0.44430989027023315,,0.24442900717258453,,,
9,2549,,,,0.543749988079071,,0.222286194562912,,
9,2599,,,,0.38823533058166504,,0.20141014456748962,,
9,2649,,,,0.4117647111415863,,0.23668012022972107,,
9,2699,,,,0.3388157784938812,,0.261437326669693,,
9,2749,,,,0.3280543088912964,,0.2587956190109253,,
9,2789,,,,,,,0.48717767000198364,0.2341976761817932
9,2789,,,0.4524482488632202,,0.2432183474302292,,,
10,2799,,,,0.4215686321258545,,0.2651872932910919,,
10,2849,,,,0.5014005899429321,,0.2079293429851532,,
10,2899,,,,0.71875,,0.14506274461746216,,
10,2949,,,,0.4047259986400604,,0.23135343194007874,,
10,2999,,,,0.47159093618392944,,0.21032431721687317,,
10,3049,,,,0.24621212482452393,,0.25131720304489136,,
10,3068,,,,,,,0.460003525018692,0.23967552185058594
10,3068,,,0.45416563749313354,,0.242161825299263,,,
11,3099,,,,0.6282051205635071,,0.19951438903808594,,
11,3149,,,,0.5476190447807312,,0.22401294112205505,,
11,3199,,,,0.5625,,0.23716959357261658,,
11,3249,,,,0.4234375059604645,,0.2186482846736908,,
11,3299,,,,0.2142857313156128,,0.238190159201622,,
11,3347,,,,,,,0.47038665413856506,0.2344246208667755
11,3347,,,0.45323646068573,,0.2409086972475052,,,
12,3349,,,,0.20761245489120483,,0.2770237326622009,,
12,3399,,,,0.4850088357925415,,0.2430795431137085,,
12,3449,,,,0.5964912176132202,,0.20295536518096924,,
12,3499,,,,0.3514328896999359,,0.3024786412715912,,
12,3549,,,,0.6361842155456543,,0.17944306135177612,,
12,3599,,,,0.5109243988990784,,0.2369634062051773,,
12,3626,,,,,,,0.4805160164833069,0.2344573736190796
12,3626,,,0.4611527919769287,,0.2377891093492508,,,
13,3649,,,,0.6941176652908325,,0.20289969444274902,,
13,3699,,,,0.6470588445663452,,0.18737110495567322,,
13,3749,,,,0.4444444477558136,,0.2255648672580719,,
13,3799,,,,0.4705882668495178,,0.24271613359451294,,
13,3849,,,,0.6279761791229248,,0.21259737014770508,,
13,3899,,,,0.511904776096344,,0.2481379210948944,,
13,3905,,,,,,,0.5011849403381348,0.2317097932100296
13,3905,,,0.45978981256484985,,0.23745879530906677,,,
14,3949,,,,0.4278075098991394,,0.22171783447265625,,
14,3999,,,,0.3402777910232544,,0.2628394663333893,,
14,4049,,,,0.6833333373069763,,0.18215052783489227,,
14,4099,,,,0.5416666269302368,,0.20538681745529175,,
14,4149,,,,0.703703761100769,,0.19240164756774902,,
14,4184,,,,,,,0.4674598276615143,0.2285163849592209
14,4184,,,0.4644094705581665,,0.23554976284503937,,,
15,4199,,,,0.48615917563438416,,0.25577566027641296,,
15,4249,,,,0.49444445967674255,,0.28784865140914917,,
15,4299,,,,0.5666667222976685,,0.2171681523323059,,
15,4349,,,,0.3529411852359772,,0.2807103395462036,,
15,4399,,,,0.4577067494392395,,0.22707265615463257,,
15,4449,,,,0.35918742418289185,,0.3271360695362091,,
15,4463,,,,,,,0.4740506708621979,0.22883254289627075
15,4463,,,0.4608782231807709,,0.23267914354801178,,,
16,4499,,,,0.4985119104385376,,0.23680110275745392,,
16,4549,,,,0.5343137383460999,,0.2399856150150299,,
16,4599,,,,0.3888888955116272,,0.2476540058851242,,
16,4649,,,,0.588888943195343,,0.22101010382175446,,
16,4699,,,,0.41623932123184204,,0.23702043294906616,,
16,4742,,,,,,,0.4730782210826874,0.2283988893032074
16,4742,,,0.4600715935230255,,0.23150934278964996,,,
17,4749,,,,0.2809523940086365,,0.3327982723712921,,
17,4799,,,,0.6215686798095703,,0.21283167600631714,,
17,4849,,,,0.5178571343421936,,0.2557600140571594,,
17,4899,,,,0.4479166865348816,,0.21377629041671753,,
17,4949,,,,0.48179271817207336,,0.27813148498535156,,
17,4999,,,,0.26442307233810425,,0.2545066475868225,,
17,5021,,,,,,,0.45798370242118835,0.23548023402690887
17,5021,,,0.46006327867507935,,0.2331039160490036,,,
18,5049,,,,0.58134925365448,,0.21965399384498596,,
18,5099,,,,0.661309540271759,,0.16500329971313477,,
18,5149,,,,0.6764705777168274,,0.1616499125957489,,
18,5199,,,,0.42355892062187195,,0.20684756338596344,,
18,5249,,,,0.5138888955116272,,0.2232707440853119,,
18,5299,,,,0.4166666865348816,,0.24455422163009644,,
18,5300,,,,,,,0.5025249719619751,0.22577138245105743
18,5300,,,0.46924057602882385,,0.2307671755552292,,,
19,5349,,,,0.4749999940395355,,0.20122161507606506,,
19,5399,,,,0.3074866235256195,,0.28972291946411133,,
19,5449,,,,0.29131653904914856,,0.26607203483581543,,
19,5499,,,,0.5406249761581421,,0.20467066764831543,,
19,5549,,,,0.38178783655166626,,0.2760820686817169,,
19,5579,,,,,,,0.5094538927078247,0.22293341159820557
19,5579,,,0.4832511246204376,,0.2262343317270279,,,
20,5599,,,,0.6417112350463867,,0.16264566779136658,,
20,5649,,,,0.4000000059604645,,0.2607404887676239,,
20,5699,,,,0.4779411554336548,,0.26429927349090576,,
20,5749,,,,0.3720279932022095,,0.2778361737728119,,
20,5799,,,,0.6120448708534241,,0.2287864089012146,,
20,5849,,,,0.5129901766777039,,0.22703507542610168,,
20,5858,,,,,,,0.5224015712738037,0.22578798234462738
20,5858,,,0.47883182764053345,,0.22840088605880737,,,
21,5899,,,,0.38080495595932007,,0.3198794722557068,,
21,5949,,,,0.6439393758773804,,0.2242026925086975,,
21,5999,,,,0.45598292350769043,,0.23386861383914948,,
21,6049,,,,0.27450981736183167,,0.27042460441589355,,
21,6099,,,,0.3359375,,0.22885170578956604,,
21,6137,,,,,,,0.503570556640625,0.22184620797634125
21,6137,,,0.4875182807445526,,0.2248450368642807,,,
22,6149,,,,0.43529412150382996,,0.2279229760169983,,
22,6199,,,,0.5309210419654846,,0.19935917854309082,,
22,6249,,,,0.25,,0.24499106407165527,,
22,6299,,,,0.4542124569416046,,0.23826941847801208,,
22,6349,,,,0.3853832483291626,,0.23532238602638245,,
22,6399,,,,0.5446078777313232,,0.2115441858768463,,
22,6416,,,,,,,0.4999699294567108,0.22992651164531708
22,6416,,,0.4927951395511627,,0.22465826570987701,,,
23,6449,,,,0.3193277418613434,,0.2559734582901001,,
23,6499,,,,0.42105260491371155,,0.2570176422595978,,
23,6549,,,,0.34829720854759216,,0.31081247329711914,,
23,6599,,,,0.786401093006134,,0.1371588557958603,,
23,6649,,,,0.4424999952316284,,0.2996426224708557,,
23,6695,,,,,,,0.5475505590438843,0.22004331648349762
23,6695,,,0.5061768293380737,,0.22270041704177856,,,
24,6699,,,,0.5486842393875122,,0.21564961969852448,,
24,6749,,,,0.5519905090332031,,0.19862231612205505,,
24,6799,,,,0.5266106724739075,,0.19045066833496094,,
24,6849,,,,0.49264708161354065,,0.21697068214416504,,
24,6899,,,,0.496031790971756,,0.2405814379453659,,
24,6949,,,,0.3176470696926117,,0.23291140794754028,,
24,6974,,,,,,,0.5354717969894409,0.2200215607881546
24,6974,,,0.5153570175170898,,0.22096578776836395,,,
25,6999,,,,0.4099999964237213,,0.24151071906089783,,
25,7049,,,,0.39528894424438477,,0.3035881221294403,,
25,7099,,,,0.5966386198997498,,0.23626558482646942,,
25,7149,,,,0.5142157077789307,,0.20113155245780945,,
25,7199,,,,0.5625,,0.17428171634674072,,
25,7249,,,,0.557960569858551,,0.25399619340896606,,
25,7253,,,,,,,0.5266993045806885,0.22625954449176788
25,7253,,,0.5049172639846802,,0.22091616690158844,,,
26,7299,,,,0.4934210777282715,,0.2708680033683777,,
26,7349,,,,0.7918551564216614,,0.14453846216201782,,
26,7399,,,,0.41203007102012634,,0.220229834318161,,
26,7449,,,,0.6644257307052612,,0.16384068131446838,,
26,7499,,,,0.1725490242242813,,0.38219010829925537,,
26,7532,,,,,,,0.5565573573112488,0.21812696754932404
26,7532,,,0.5313985347747803,,0.21876755356788635,,,
27,7542,0.5227428078651428,0.22054603695869446,,,,,,
