0 test f1,0 train f1,0 val f1,1 test f1,1 train f1,1 val f1,2 test f1,2 train f1,2 val f1,3 test f1,3 train f1,3 val f1,epoch,step,test multilabel_f1_macro,test ranking_avg_precision,train multilabel_f1_macro,train ranking_avg_precision,train_loss,val multilabel_f1_macro,val ranking_avg_precision,val_loss
,,0.21776504814624786,,,0.4829467833042145,,,0.0533333346247673,,,0.03333333507180214,0,172,,,,,,0.19684462249279022,0.42073753476142883,0.430444598197937
,0.45737123489379883,,,0.3368298411369324,,,0.0,,,0.0,,0,172,,,0.1985502690076828,0.4521006941795349,0.45994889736175537,,,
,,0.47033441066741943,,,0.24894514679908752,,,0.4329896867275238,,,0.42105263471603394,1,345,,,,,,0.39333048462867737,0.4537835121154785,0.40665021538734436
,0.4288557171821594,,,0.4065394997596741,,,0.3252032399177551,,,0.12834224104881287,,1,345,,,0.32223519682884216,0.4722020924091339,0.41801851987838745,,,
,,0.4875406324863434,,,0.43381181359291077,,,0.47058823704719543,,,0.4556961953639984,2,518,,,,,,0.4619092047214508,0.5162835121154785,0.4020940959453583
,0.47689464688301086,,,0.43070361018180847,,,0.44029849767684937,,,0.29383885860443115,,2,518,,,0.41043391823768616,0.5002716183662415,0.40539395809173584,,,
,,0.4655367136001587,,,0.4627092778682709,,,0.47999998927116394,,,0.5,3,691,,,,,,0.47706151008605957,0.5225095748901367,0.40035954117774963
,0.4857928454875946,,,0.45246946811676025,,,0.519298255443573,,,0.32407405972480774,,3,691,,,0.4454086720943451,0.5182904601097107,0.3987123370170593,,,
,,0.5043103694915771,,,0.48563218116760254,,,0.49504950642585754,,,0.5,4,864,,,,,,0.4962480068206787,0.5512452125549316,0.3977915048599243
,0.5081669688224792,,,0.4584856331348419,,,0.5467128157615662,,,0.3660714328289032,,4,864,,,0.46985921263694763,0.5362187623977661,0.39432069659233093,,,
,,0.45057472586631775,,,0.47239264845848083,,,0.5283018946647644,,,0.5176470875740051,5,1037,,,,,,0.49222907423973083,0.5198754668235779,0.39640265703201294
,0.5257040858268738,,,0.47747281193733215,,,0.5292096138000488,,,0.41228070855140686,,5,1037,,,0.4861668050289154,0.5517928004264832,0.3896721303462982,,,
,,0.5356773734092712,,,0.4707692265510559,,,0.5454545617103577,,,0.5176470875740051,6,1210,,,,,,0.5173870325088501,0.5495689511299133,0.3898325264453888
,0.5338680744171143,,,0.48368722200393677,,,0.557823121547699,,,0.43220338225364685,,6,1210,,,0.5018954277038574,0.5584933161735535,0.386812299489975,,,
,,0.4038929343223572,,,0.45891472697257996,,,0.5454545617103577,,,0.5777778029441833,7,1383,,,,,,0.49650999903678894,0.5055076479911804,0.3935644328594208
,0.529960036277771,,,0.4969879388809204,,,0.5827814340591431,,,0.4602510333061218,,7,1383,,,0.5174951553344727,0.5653748512268066,0.3846144676208496,,,
,,0.48275861144065857,,,0.5169147253036499,,,0.5384615659713745,,,0.523809552192688,8,1556,,,,,,0.5154861211776733,0.5620210766792297,0.39648863673210144
,0.546649158000946,,,0.4856850802898407,,,0.5947712659835815,,,0.5121951103210449,,8,1556,,,0.5348251461982727,0.5670046806335449,0.3832443654537201,,,
,,0.599434494972229,,,0.43170320987701416,,,0.5233644843101501,,,0.523809552192688,9,1729,,,,,,0.5195779204368591,0.5706417560577393,0.38314294815063477
,0.5451343059539795,,,0.5067873597145081,,,0.5894039869308472,,,0.5101214647293091,,9,1729,,,0.5378617644309998,0.5751539468765259,0.38018399477005005,,,
,,0.4558139443397522,,,0.4769230782985687,,,0.5636363625526428,,,0.5617977380752563,10,1902,,,,,,0.5145427584648132,0.5272988677024841,0.38962459564208984
,0.5714285969734192,,,0.4935995936393738,,,0.6064516305923462,,,0.5081967115402222,,10,1902,,,0.5449191331863403,0.5832126140594482,0.3794877231121063,,,
,,0.6152433156967163,,,0.4407345652580261,,,0.5636363625526428,,,0.5411764979362488,11,2075,,,,,,0.5401976704597473,0.5886015295982361,0.3826620280742645
,0.5502645373344421,,,0.4984833300113678,,,0.6123778223991394,,,0.572549045085907,,11,2075,,,0.5584186911582947,0.5752444863319397,0.3774406909942627,,,
,,0.5473041534423828,,,0.4552590250968933,,,0.5370370149612427,,,0.5681818127632141,12,2248,,,,,,0.5269455313682556,0.5620210766792297,0.38385340571403503
,0.5643858909606934,,,0.49872514605522156,,,0.6193548440933228,,,0.5519999861717224,,12,2248,,,0.5586164593696594,0.5841180682182312,0.37621742486953735,,,
,,0.6178861856460571,,,0.4197530746459961,,,0.5585585832595825,,,0.5411764979362488,13,2421,,,,,,0.5343436002731323,0.5905172228813171,0.3792382478713989
,0.5507881045341492,,,0.511511504650116,,,0.6052631735801697,,,0.5490196347236633,,13,2421,,,0.5541455745697021,0.5799528956413269,0.374906450510025,,,
,,0.42004773020744324,,,0.4875183701515198,,,0.5504587292671204,,,0.584269642829895,14,2594,,,,,,0.5105736255645752,0.5170019268989563,0.38883334398269653
,0.5702054500579834,,,0.5055837631225586,,,0.6498422622680664,,,0.5577689409255981,,14,2594,,,0.570850133895874,0.5934444069862366,0.3741637170314789,,,
,,0.41204819083213806,,,0.5083333253860474,,,0.5454545617103577,,,0.584269642829895,15,2767,,,,,,0.5125264525413513,0.5174808502197266,0.39083021879196167
,0.5474420785903931,,,0.5082706809043884,,,0.6173633337020874,,,0.5669291615486145,,15,2767,,,0.5600013136863708,0.5823976993560791,0.37323296070098877,,,
,,0.44572749733924866,,,0.48558422923088074,,,0.5585585832595825,,,0.5681818127632141,16,2940,,,,,,0.5145130157470703,0.5148467421531677,0.3863567113876343
,0.5506742000579834,,,0.512898325920105,,,0.6217948794364929,,,0.5791505575180054,,16,2940,,,0.5661295056343079,0.5846613645553589,0.3717725872993469,,,
,,0.6096451282501221,,,0.41144901514053345,,,0.5585585832595825,,,0.5806451439857483,17,3113,,,,,,0.5400744676589966,0.585488498210907,0.37720203399658203
,0.544071614742279,,,0.5173783302307129,,,0.6349206566810608,,,0.5568627715110779,,17,3113,,,0.5633083581924438,0.5810394883155823,0.3710736036300659,,,
