0 test f1,0 train f1,0 val f1,1 test f1,1 train f1,1 val f1,2 test f1,2 train f1,2 val f1,3 test f1,3 train f1,3 val f1,epoch,step,test multilabel_f1_macro,test ranking_avg_precision,train multilabel_f1_macro,train ranking_avg_precision,train_loss,val multilabel_f1_macro,val ranking_avg_precision,val_loss
,0.7269750237464905,,,0.7104580998420715,,,0.9246231317520142,,,0.9882352948188782,,25,4497,,,0.8375728726387024,0.7844077944755554,0.25173142552375793,,,
,,0.7726119756698608,,,0.6296296119689941,,,0.8551723957061768,,,0.8849557638168335,26,4670,,,,,,0.7855924367904663,0.7734674215316772,0.26879966259002686
,0.7260106205940247,,,0.7136678099632263,,,0.925000011920929,,,0.9795918464660645,,26,4670,,,0.8360675573348999,0.7813292145729065,0.2534624934196472,,,
,,0.7094918489456177,,,0.6515151262283325,,,0.8571428656578064,,,0.8849557638168335,27,4843,,,,,,0.7757763862609863,0.7464080452919006,0.2846478521823883
,0.7222903966903687,,,0.7053726315498352,,,0.925000011920929,,,0.98525071144104,,27,4843,,,0.8344784379005432,0.7777073383331299,0.2522764801979065,,,
,,0.6899302005767822,,,0.6459627151489258,,,0.8405796885490417,,,0.8965517282485962,28,5016,,,,,,0.7682560682296753,0.7349137663841248,0.29026228189468384
,0.7210547924041748,,,0.712199330329895,,,0.9276807904243469,,,0.9822485446929932,,28,5016,,,0.8357958793640137,0.7816008925437927,0.24956940114498138,,,
,,0.711153507232666,,,0.6499372720718384,,,0.867132842540741,,,0.8965517282485962,29,5189,,,,,,0.7811938524246216,0.7464080452919006,0.28445181250572205
,0.727419376373291,,,0.7115384340286255,,,0.9172932505607605,,,0.9941176176071167,,29,5189,,,0.8375921845436096,0.7809670567512512,0.2505527138710022,,,
,,0.7535714507102966,,,0.6247987151145935,,,0.8493150472640991,,,0.9059829115867615,30,5362,,,,,,0.7834170460700989,0.7629310488700867,0.2699625790119171
,0.7242933511734009,,,0.7141623497009277,,,0.929648220539093,,,0.9882352948188782,,30,5362,,,0.839084804058075,0.7824158072471619,0.24931667745113373,,,
,,0.7054187059402466,,,0.6485819816589355,,,0.867132842540741,,,0.886956512928009,31,5535,,,,,,0.7770225405693054,0.7430555820465088,0.28772884607315063
,0.7285363674163818,,,0.7150934934616089,,,0.9230769276618958,,,0.9882352948188782,,31,5535,,,0.8387355208396912,0.7821441292762756,0.24707791209220886,,,
,,0.6673490405082703,,,0.6458852887153625,,,0.8611111044883728,,,0.886956512928009,32,5708,,,,,,0.7653254866600037,0.7286877632141113,0.2934495210647583
,0.7229208946228027,,,0.7053182125091553,,,0.9242424368858337,,,0.991150438785553,,32,5708,,,0.8359079957008362,0.779789924621582,0.24906887114048004,,,
,,0.7562879323959351,,,0.6433770060539246,,,0.8732394576072693,,,0.8965517282485962,33,5881,,,,,,0.7923640012741089,0.7696360349655151,0.2712278962135315
,0.7155279517173767,,,0.7168179750442505,,,0.9200000166893005,,,0.991253674030304,,33,5881,,,0.8358998894691467,0.7809670567512512,0.2484111785888672,,,
,,0.6833667159080505,,,0.6433734893798828,,,0.8456375598907471,,,0.886956512928009,34,6054,,,,,,0.7648335695266724,0.7329980731010437,0.2930442690849304
,0.7321063280105591,,,0.716404914855957,,,0.932330846786499,,,0.988304078578949,,34,6054,,,0.8422865271568298,0.7879391312599182,0.24689918756484985,,,
,,0.711240291595459,,,0.6544980406761169,,,0.867132842540741,,,0.886956512928009,35,6227,,,,,,0.7799569368362427,0.7509578466415405,0.2840425372123718
,0.7260162830352783,,,0.7134199142456055,,,0.9350000023841858,,,0.9882352948188782,,35,6227,,,0.8406678438186646,0.7886635065078735,0.24760334193706512,,,
,,0.7598253488540649,,,0.6222865581512451,,,0.8652482032775879,,,0.886956512928009,36,6400,,,,,,0.7835791707038879,0.7622126340866089,0.27237746119499207
,0.7371428608894348,,,0.7186411023139954,,,0.9356435537338257,,,0.9853372573852539,,36,6400,,,0.8441911935806274,0.7883918881416321,0.2458273470401764,,,
0.7789115905761719,,,0.6338461637496948,,,0.8571428656578064,,,0.9433962106704712,,,37,6401,0.8033242225646973,0.781434178352356,,,,,,
